id_corrida,id_piloto,duracao_parada_seg
852,22,21.818
852,30,20.226
852,18,21.756
852,817,23.78
852,15,22.159
852,816,22.939
852,5,22.009
852,155,24.161
852,814,21.334
852,10,24.204
852,811,20.756
852,815,14.089
852,815,23.883
852,4,21.243
852,813,22.303
852,155,21.269
852,20,20.786
852,3,21.171
852,13,21.856
852,808,21.979
852,814,21.35
852,17,20.947
852,16,20.983
852,30,21.319
852,22,21.478
852,15,21.484
852,18,21.64
852,13,21.485
852,5,22.306
852,10,21.721
852,816,22.114
853,155,27.55
853,22,29.157
853,811,22.534
853,814,21.87
853,30,22.709
853,67,24.234
853,18,21.66
853,1,22.083
853,155,22.939
853,4,22.539
853,813,23.063
853,811,23.145
853,20,22.124
853,153,21.988
853,10,25.147
853,13,21.821
853,5,23.298
853,15,23.42
853,814,23.069
853,22,23.414
853,18,22.095
853,4,21.989
853,1,21.876
853,20,21.378
853,5,22.611
853,30,22.014
853,813,22.614
853,10,22.784
853,67,24.086
853,811,22.273
853,13,22.148
853,153,22.279
854,3,29.549
854,30,29.61
854,1,24.342
854,3,29.417
854,30,29.473
854,153,24.299
854,814,29.764
854,18,29.921
854,155,24.715
854,1,29.876
854,4,29.972
855,1,21.091
855,16,21.511
855,24,28.244
855,20,22.374
855,30,20.667
855,18,21.094
855,4,21.147
855,17,21.82
855,814,21.964
855,155,24.263
855,5,21.412
855,13,21.313
855,67,21.849
855,15,21.636
855,817,23.723
855,22,22.13
855,3,20.575
855,10,25.563
855,816,23.013
855,811,25.927
855,813,21.339
855,153,21.792
855,808,21.304
855,20,21.596
855,17,21.369
855,18,20.713
855,10,21.726
855,815,21.655
855,4,21.319
855,1,22.821
855,13,21.214
855,5,21.519
855,817,23.172
855,16,21.337
855,816,22.258
855,30,22.57
855,814,21.964
855,155,22.299
855,22,22.736
855,3,20.665
855,24,24.716
855,15,22.233
855,813,21.075
855,20,21.705
855,17,21.455
855,1,21.292
855,814,21.553
855,811,22.466
855,18,20.998
855,13,21.1
855,153,22.584
855,24,22.631
855,4,20.731
855,815,24.461
855,16,21.839
855,22,21.89
855,5,22.532
855,10,22.877
855,15,22.156
855,816,24.269
855,808,20.832
855,817,22.91
855,30,20.879
855,3,20.809
855,813,21.012
856,24,26.379
856,155,21.623
856,22,21.722
856,814,22.075
856,15,22.441
856,18,20.766
856,3,20.091
856,811,21.163
856,5,21.951
856,17,20.828
856,13,23.642
856,808,21.478
856,30,20.238
856,67,22.098
856,1,20.846
856,4,20.978
856,20,19.985
856,16,24.82
856,813,21.569
856,815,21.225
856,10,22.533
856,817,23.196
856,816,26.905
856,153,22.301
856,24,23.544
856,813,13.984
856,155,25.578
856,3,20.772
856,813,22.035
856,811,21.893
856,814,21.06
856,22,22.347
856,1,20.584
856,17,20.8
856,20,20.17
856,18,20.758
856,13,21.08
856,16,21.916
856,67,21.992
856,815,21.385
856,15,22.851
856,4,20.639
856,153,22.325
856,5,22.669
856,816,22.412
856,24,22.092
856,10,22.481
856,817,22.115
856,155,21.472
856,815,21.971
857,815,22.676
857,10,27.378
857,814,21.525
857,808,27.137
857,16,21.424
857,17,21.392
857,4,21.873
857,1,22.53
857,153,22.856
857,13,21.848
857,3,21.149
857,18,21.092
857,30,20.893
857,67,22.579
857,20,21.415
857,814,24.15
857,5,22.226
857,811,22.144
857,39,24.046
857,816,22.687
857,1,27.193
857,817,25.074
857,15,22.894
857,13,14.919
857,13,27.619
857,808,22.519
857,815,24.789
857,16,21.977
857,22,22.339
857,17,21.24
857,4,21.755
857,814,20.984
857,5,22.001
857,3,22.978
857,1,22.172
857,18,21.838
857,153,23.084
857,20,21.449
857,30,21.482
857,39,23.605
857,811,21.723
857,816,22.472
857,15,24.15
857,817,28.474
858,811,20.882
858,815,24.654
858,155,19.833
858,13,20.471
858,1,19.439
858,4,20.211
858,18,20.908
858,16,20.356
858,30,19.66
858,5,21.146
858,17,25.182
858,3,19.785
858,15,20.824
858,808,20.738
858,22,24.219
858,817,21.693
858,811,20.33
858,24,21.247
858,813,20.201
858,10,21.792
858,814,20.216
858,815,19.979
858,813,12.897
858,155,23.108
858,22,20.534
858,17,20.0
858,153,21.363
858,18,20.301
858,16,20.614
858,811,12.959
858,808,19.968
858,1,19.35
858,5,20.652
858,13,20.035
858,30,20.638
858,817,23.192
858,4,21.314
858,15,20.791
858,10,20.561
858,3,19.907
858,17,19.525
859,30,25.481
859,811,21.9
859,808,21.169
859,16,21.097
859,18,22.005
859,4,20.773
859,1,21.099
859,3,20.773
859,22,21.537
859,20,20.927
859,814,20.745
859,813,21.561
859,5,22.854
859,17,20.755
859,811,14.029
859,67,22.417
859,815,22.221
859,816,21.859
859,817,23.473
859,13,21.696
859,155,25.117
859,153,22.773
859,24,22.666
859,10,22.452
859,15,22.616
859,811,23.289
859,808,23.102
859,18,21.038
859,16,20.9
859,5,22.013
859,1,20.396
859,30,20.782
859,22,22.59
859,4,20.664
859,17,20.99
859,20,20.652
859,814,21.767
859,3,20.658
859,67,22.461
859,816,23.542
859,817,22.904
859,15,21.555
859,155,21.231
859,1,20.681
859,815,21.337
859,13,21.053
859,16,21.138
859,808,21.781
859,24,22.996
859,153,21.855
859,811,22.128
859,5,21.478
859,18,21.583
859,30,21.373
859,4,20.752
859,22,21.638
859,17,20.781
859,20,22.094
860,811,24.599
860,13,22.313
860,3,23.203
860,4,22.035
860,155,25.346
860,814,24.933
860,17,23.302
860,5,24.397
860,18,23.275
860,20,24.256
860,813,23.427
860,1,22.862
860,808,24.579
860,8,24.881
860,818,23.203
860,10,26.322
860,819,25.303
860,817,23.257
860,815,23.882
860,13,22.528
860,811,23.777
860,3,23.017
860,814,24.579
860,4,21.91
860,5,24.58
860,18,22.837
860,1,23.464
860,155,24.162
860,20,24.131
860,17,22.915
860,813,23.166
860,8,23.31
860,818,23.569
860,10,25.046
860,13,22.103
860,5,28.888
860,817,24.348
860,819,17.088
861,815,25.671
861,814,23.988
861,13,24.034
861,10,25.096
861,819,29.317
861,18,24.305
861,4,24.653
861,807,23.856
861,817,25.47
861,808,24.718
861,1,24.271
861,17,24.569
861,20,25.658
861,3,25.6
861,813,25.535
861,8,27.602
861,155,28.122
861,30,24.831
861,811,26.269
861,18,25.922
861,3,25.199
861,8,24.927
861,155,26.255
861,37,15.684
861,808,29.359
861,10,25.66
861,811,24.98
861,1,27.961
861,4,22.864
861,17,26.337
861,13,24.42
861,814,22.856
861,813,21.621
861,30,24.094
861,817,24.539
861,5,25.13
861,815,24.52
861,20,24.057
861,818,24.216
861,807,23.549
861,813,23.974
861,18,23.509
861,817,22.61
861,3,23.05
861,13,23.13
861,817,23.648
861,39,27.7
861,13,26.934
861,5,23.782
861,17,23.195
861,814,22.175
861,811,23.824
861,30,22.163
861,813,23.409
861,3,23.231
861,18,23.477
861,10,25.39
861,4,22.534
861,20,22.998
861,8,25.041
861,818,23.343
861,807,23.358
861,155,23.662
861,37,28.483
861,815,24.543
861,1,26.338
861,20,25.884
862,4,20.136
862,8,21.494
862,818,23.623
862,5,22.606
862,811,21.323
862,808,22.007
862,807,21.027
862,20,21.146
862,154,25.835
862,37,23.488
862,814,21.006
862,813,21.229
862,817,22.318
862,39,23.151
862,3,20.645
862,17,20.471
862,815,22.565
862,10,21.515
862,819,23.579
862,1,20.177
862,4,20.024
862,155,21.795
862,18,26.618
862,13,20.051
862,818,22.531
862,819,13.981
862,17,20.474
862,155,21.551
862,20,21.449
862,8,21.433
862,1,20.903
862,808,21.851
862,18,20.563
862,154,21.184
862,814,20.387
862,813,21.569
862,818,22.835
862,30,21.746
862,4,20.296
862,811,21.184
862,5,22.713
862,3,21.113
862,815,23.009
862,39,24.937
862,817,21.884
862,37,23.634
862,13,20.25
862,10,21.327
862,819,22.306
862,17,20.377
862,1,20.691
862,18,20.474
862,155,21.012
863,5,25.047
863,817,25.829
863,18,23.016
863,13,23.557
863,3,22.228
863,1,28.341
863,17,22.236
863,4,22.094
863,815,23.408
863,811,23.405
863,30,21.979
863,807,22.413
863,37,24.241
863,154,23.246
863,818,22.763
863,808,23.411
863,10,23.423
863,39,25.896
863,20,22.017
863,8,22.412
863,813,22.868
863,819,24.02
863,5,23.323
863,814,22.069
863,155,22.758
863,807,22.446
863,815,23.428
863,39,25.204
863,18,22.27
863,3,22.903
863,13,21.963
863,37,23.42
863,17,22.649
863,4,23.449
863,813,22.33
863,30,22.105
863,808,23.421
863,817,22.295
863,10,29.648
863,8,22.362
863,811,22.31
863,20,22.717
863,154,22.896
863,818,23.353
863,5,23.639
863,155,25.59
863,814,22.483
863,39,26.417
863,3,21.888
863,1,23.696
863,807,22.56
863,18,22.616
863,4,23.207
863,815,22.924
863,30,22.192
863,13,21.938
863,811,22.796
863,817,22.495
863,5,23.173
863,20,21.8
863,8,22.597
863,17,21.705
863,10,22.933
863,808,23.167
863,37,24.52
863,154,22.763
863,818,22.241
863,39,24.317
863,155,24.674
863,18,23.943
864,815,21.864
864,17,20.119
864,20,19.745
864,155,22.26
864,3,20.502
864,18,20.333
864,814,19.987
864,4,19.456
864,154,20.223
864,30,20.113
864,818,20.388
864,13,20.13
864,807,20.521
864,808,24.856
864,37,22.275
864,813,20.62
864,8,19.777
864,817,21.101
864,39,21.518
864,5,21.29
864,1,21.963
864,10,21.082
864,819,20.936
864,17,24.864
864,815,21.055
864,807,20.558
864,37,22.135
864,3,20.059
864,39,22.515
864,814,21.68
864,818,22.645
864,813,20.218
864,18,21.061
864,817,20.114
864,4,20.028
864,154,21.215
864,155,20.381
864,10,20.902
864,8,21.301
864,20,19.624
864,5,22.566
864,819,21.338
864,13,13.259
864,808,23.072
864,13,19.699
864,20,13.335
864,1,19.98
864,37,21.543
864,815,28.531
864,18,19.888
864,807,20.515
864,817,20.059
864,3,20.197
864,17,20.129
864,818,20.46
864,813,22.829
864,155,21.311
864,20,26.143
864,814,19.867
864,4,20.105
864,5,21.275
864,808,21.817
864,13,22.645
864,8,20.073
864,10,20.669
864,154,21.035
864,37,21.471
865,155,28.39
865,818,26.063
865,3,24.874
865,17,25.566
865,1,25.748
865,8,26.38
865,807,26.447
865,811,26.41
865,39,27.306
865,4,25.22
865,5,26.066
865,10,25.567
865,13,24.993
865,819,27.186
865,30,25.117
865,815,25.666
865,814,25.642
865,18,25.219
865,815,19.677
865,817,25.335
865,20,25.079
865,818,26.157
865,39,26.973
866,13,21.128
866,814,21.489
866,30,21.807
866,18,21.748
866,20,21.639
866,818,22.278
866,1,21.375
866,17,21.199
866,817,21.689
866,5,21.733
866,808,21.888
866,4,21.133
866,3,21.222
866,154,21.83
866,807,24.583
866,811,22.781
866,155,21.453
866,10,25.52
866,819,23.291
866,813,22.704
866,18,21.845
866,3,21.179
866,8,21.534
866,815,21.407
866,807,23.66
866,5,21.704
866,30,22.524
866,818,23.163
866,808,21.403
866,814,21.734
866,818,14.641
866,1,22.53
866,17,21.254
866,18,21.363
866,13,21.115
866,817,21.558
866,20,22.428
867,18,20.246
867,815,21.032
867,13,20.498
867,5,21.04
867,1,19.355
867,808,20.726
867,155,23.071
867,8,21.879
867,813,21.342
867,807,21.198
867,817,21.209
867,37,23.127
867,4,19.789
867,39,22.93
867,20,20.357
867,154,20.479
867,818,21.303
867,30,20.477
867,17,20.246
867,3,20.625
867,155,25.719
867,811,28.44
867,814,20.295
867,811,14.659
867,815,20.904
867,808,21.224
867,18,19.64
867,13,20.126
867,5,24.445
867,154,23.183
867,4,20.718
867,8,21.103
867,813,21.525
867,807,20.332
867,808,21.407
867,20,20.023
867,37,23.125
867,819,22.838
867,39,26.37
867,817,22.597
867,17,20.222
867,39,14.78
867,30,20.041
867,3,20.115
867,13,20.476
868,819,26.164
868,17,25.179
868,13,25.325
868,8,25.581
868,819,26.313
868,17,25.854
868,811,25.983
868,818,26.489
868,4,25.372
868,3,25.189
868,155,26.845
868,807,26.06
868,18,25.138
868,817,25.626
868,39,29.908
868,10,26.165
868,1,24.498
868,154,25.388
868,37,27.715
868,1,25.003
868,817,25.613
868,5,26.434
868,811,26.573
868,20,25.319
868,18,24.762
868,818,26.2
868,20,25.829
868,813,25.63
868,815,25.192
868,30,25.938
868,5,26.196
868,8,25.871
868,30,25.552
868,13,25.11
868,807,25.444
868,39,27.944
868,4,24.998
868,10,25.241
869,13,23.049
869,1,21.012
869,818,18.901
869,814,17.899
869,8,18.002
869,807,18.442
869,17,18.253
869,3,18.395
869,813,19.646
869,5,19.385
869,30,18.497
869,808,19.802
869,815,18.143
869,4,17.57
869,18,17.867
869,817,18.374
869,10,21.399
869,20,17.512
869,37,19.85
869,819,17.821
869,155,18.904
869,39,19.535
869,13,19.137
869,154,20.388
869,811,18.822
869,818,18.425
869,807,18.286
869,5,18.801
869,1,17.598
869,3,17.894
869,808,18.323
869,30,17.928
869,8,17.735
869,813,19.21
869,817,17.99
869,814,17.968
869,18,16.831
869,815,18.199
869,17,17.29
869,4,17.942
869,20,17.859
869,10,18.952
869,154,22.743
869,155,19.177
869,819,19.391
869,5,19.233
869,818,19.949
869,807,18.365
869,37,20.664
869,13,19.68
869,1,18.877
869,39,19.382
869,811,18.313
869,3,18.741
869,808,18.354
869,30,18.163
869,5,28.988
869,813,18.085
870,30,21.336
870,30,13.199
870,155,20.234
870,818,20.363
870,817,20.51
870,18,19.408
870,807,20.736
870,813,20.304
870,811,20.213
870,3,20.352
870,814,20.46
870,20,19.38
870,4,19.669
870,5,20.78
870,1,20.436
870,13,19.981
870,808,21.07
870,39,21.259
870,154,22.151
870,10,21.337
870,8,20.087
870,17,19.611
870,819,20.915
870,815,20.32
870,37,22.332
870,818,19.858
870,30,20.503
870,18,19.083
870,817,19.63
870,808,20.592
870,5,21.855
870,20,19.331
870,814,20.352
870,154,20.231
870,17,19.175
870,807,20.607
870,1,19.059
870,819,21.378
870,3,20.632
870,155,20.065
870,39,22.031
870,813,19.755
870,10,20.383
870,811,20.604
870,37,21.877
870,4,19.365
870,13,19.917
870,8,19.772
870,18,20.355
870,818,19.644
870,815,20.216
870,817,20.027
870,808,20.515
870,813,13.206
870,17,19.386
870,5,20.567
870,20,18.964
870,818,19.6
871,37,29.107
871,155,27.248
871,813,21.842
871,155,21.669
871,814,21.402
871,8,20.383
871,17,20.908
871,10,22.463
871,817,20.287
871,13,20.306
871,808,25.972
871,807,22.152
871,39,23.953
871,818,20.66
871,37,25.027
871,811,21.69
871,819,21.611
871,30,21.664
871,18,19.668
871,3,21.062
871,20,20.811
871,155,22.106
871,10,20.66
871,814,21.115
871,808,21.18
871,807,20.696
871,17,20.385
871,13,21.049
871,37,22.064
871,5,21.931
871,8,20.289
871,817,21.06
871,39,22.523
871,818,21.077
871,30,20.835
871,3,20.534
871,811,22.03
872,10,28.747
872,813,22.97
872,3,22.346
872,30,22.247
872,8,21.73
872,5,22.737
872,819,24.039
872,13,22.161
872,808,22.182
872,20,22.303
872,4,21.515
872,155,22.874
872,17,21.556
872,814,22.19
872,18,23.375
872,37,23.488
872,1,20.736
872,817,21.72
872,811,22.985
872,807,22.746
872,816,21.962
872,815,22.472
872,10,22.581
872,20,15.008
872,813,21.814
872,819,22.046
872,30,22.31
872,3,21.854
872,5,21.91
872,808,22.811
873,17,29.304
873,4,29.19
873,817,29.789
873,8,29.37
873,18,29.662
873,3,29.687
873,13,29.455
873,17,29.348
873,17,29.333
873,20,29.117
873,4,29.557
873,1,29.124
873,3,29.546
873,8,29.669
873,13,29.403
873,818,29.898
874,811,27.098
874,154,29.793
874,18,20.233
874,8,20.901
874,807,21.007
874,814,21.063
874,155,20.783
874,819,21.343
874,815,21.273
874,39,23.227
874,1,21.148
874,813,21.361
874,811,21.538
874,20,20.508
874,13,20.936
874,817,21.944
874,30,20.643
874,37,26.287
874,5,22.816
874,818,22.528
874,808,21.368
874,10,20.662
874,811,14.608
874,154,21.143
874,17,20.691
874,8,21.222
874,155,20.762
874,1,19.794
874,807,21.688
874,814,21.344
874,813,21.118
874,817,21.516
874,811,21.52
874,18,21.099
874,818,21.431
874,13,20.778
874,30,20.379
874,20,20.346
874,37,22.487
874,10,21.52
874,5,22.678
874,808,21.367
874,808,14.25
875,155,13.986
875,1,19.638
875,807,22.125
875,154,21.681
875,30,20.087
875,818,20.865
875,5,21.896
875,17,19.811
875,13,20.607
875,8,20.211
875,817,20.151
875,811,21.886
875,808,22.278
875,10,22.334
875,20,19.83
875,4,19.93
875,814,20.805
875,819,21.302
875,815,24.408
875,39,22.749
875,813,21.137
875,1,20.777
875,814,20.218
875,154,20.935
875,10,20.494
875,17,19.616
875,807,20.982
875,30,20.276
875,811,22.813
875,808,21.581
875,815,20.767
875,5,21.489
875,4,20.09
875,817,20.804
875,20,19.801
875,13,20.855
875,8,21.012
875,819,22.019
875,818,21.188
875,1,19.447
876,818,25.097
876,30,25.036
876,815,21.336
876,815,24.508
876,18,21.509
876,811,22.047
876,39,24.544
876,8,21.404
876,3,21.49
876,813,22.003
876,817,22.637
