id_corrida,id_piloto,duracao_parada_seg
876,13,21.1
876,807,21.654
876,814,23.948
876,819,22.692
876,4,20.8
876,17,20.808
876,813,28.053
876,808,22.445
876,10,27.303
876,1,20.852
876,5,22.967
876,20,20.707
876,37,23.83
876,818,21.658
876,30,21.322
876,154,20.976
876,155,22.726
877,3,29.277
877,154,26.057
877,814,26.67
877,818,20.319
877,154,21.017
877,814,19.829
877,20,24.962
877,155,19.529
877,13,19.585
877,817,20.122
877,819,21.941
877,30,19.701
877,10,19.884
877,808,20.769
877,4,19.368
877,5,23.032
877,37,22.272
877,18,19.455
877,813,20.723
877,815,19.486
877,17,19.066
877,8,20.278
877,811,22.587
877,818,19.885
877,20,19.918
877,817,21.231
877,814,20.265
877,30,21.27
877,815,26.858
878,154,21.19
878,155,24.079
878,30,22.263
878,807,22.099
878,1,20.814
878,4,24.439
878,811,22.143
878,20,20.904
878,814,22.498
878,813,22.342
878,5,22.713
878,10,23.092
878,815,22.079
878,808,22.762
878,8,24.84
878,37,24.798
878,39,24.497
878,13,21.52
878,819,22.379
878,817,22.651
878,814,22.444
878,3,21.346
878,18,21.445
878,30,21.297
879,8,21.541
879,30,25.98
879,155,27.266
879,30,22.486
879,3,23.018
879,817,22.838
879,17,23.127
879,1,24.41
879,4,22.472
879,20,20.997
879,814,28.336
879,39,27.113
879,819,24.427
879,10,23.251
879,808,23.031
879,37,25.787
879,13,22.596
879,818,22.362
879,5,23.429
879,30,22.243
879,1,21.606
879,4,23.0
879,155,24.254
879,3,21.806
879,814,21.364
879,20,22.016
879,17,21.232
879,817,21.182
879,8,22.731
879,13,21.68
879,10,21.442
879,808,27.452
879,37,26.573
879,818,21.302
879,819,22.746
879,39,26.739
879,3,24.262
879,807,21.347
879,18,21.55
879,818,25.976
879,10,23.544
879,5,22.721
879,37,25.375
879,817,21.444
879,39,23.625
879,20,21.256
879,30,21.827
879,20,28.932
879,808,22.702
879,13,22.427
879,17,21.006
879,819,23.082
879,4,21.862
879,818,22.061
879,37,24.51
879,817,22.923
879,18,21.456
879,39,27.48
879,807,22.25
879,5,23.002
879,10,24.816
879,814,22.389
879,807,14.128
879,5,21.849
879,817,21.973
880,18,22.282
880,17,24.24
880,154,22.239
880,821,22.316
880,822,23.528
880,20,21.807
880,823,24.104
880,13,21.754
880,814,23.01
880,819,23.394
880,4,21.792
880,8,22.709
880,818,23.074
880,824,23.371
880,813,23.099
880,1,22.155
880,3,22.274
880,817,23.435
880,815,23.677
880,823,23.834
880,17,21.717
880,154,22.133
880,4,21.606
880,18,23.571
880,16,22.693
880,20,22.704
880,13,21.511
880,815,22.004
880,818,24.688
880,822,23.215
880,821,22.315
880,824,23.387
880,817,24.177
880,1,22.015
880,814,23.051
880,8,22.181
880,819,23.509
880,823,23.917
880,820,22.948
880,13,21.509
880,20,21.596
880,18,21.538
880,154,22.534
880,17,21.515
880,4,21.704
880,822,24.06
880,815,21.705
880,1,21.778
880,818,23.16
880,16,22.749
880,824,22.669
881,20,21.135
881,13,22.403
881,817,22.416
881,8,25.905
881,813,24.737
881,823,23.252
881,824,26.546
881,822,24.96
881,17,21.01
881,1,24.933
881,18,22.448
881,807,22.996
881,815,21.583
881,154,22.105
881,821,24.397
881,3,22.028
881,824,23.755
881,823,22.706
881,17,20.736
881,817,22.388
881,820,22.668
881,13,21.635
881,154,21.812
881,819,25.015
881,1,21.465
881,18,21.028
881,807,21.699
881,8,22.677
881,20,21.339
881,3,21.079
881,815,20.894
881,821,22.575
881,822,28.045
881,818,21.638
881,823,25.118
881,824,22.017
881,1,21.549
881,17,20.883
881,3,22.114
881,20,21.482
881,820,22.115
881,813,22.703
881,819,23.373
881,13,21.561
881,815,21.338
881,817,22.008
881,807,22.629
881,8,21.903
881,154,22.385
881,821,22.394
881,822,22.937
881,1,21.271
881,20,20.757
881,3,21.202
881,820,22.271
881,17,20.767
881,823,22.744
881,818,21.702
881,824,22.335
881,807,23.198
881,819,23.844
881,13,20.97
881,821,22.542
881,815,21.366
882,17,21.287
882,817,24.946
882,1,20.379
882,3,22.299
882,819,21.265
882,4,19.719
882,8,20.753
882,824,21.097
882,823,20.905
882,13,20.753
882,154,20.083
882,813,20.794
882,820,21.063
882,807,22.838
882,20,19.323
882,814,20.598
882,17,26.956
882,818,20.977
882,822,21.614
882,824,24.834
882,819,22.183
882,13,20.027
882,3,19.894
882,3,22.727
882,823,20.743
882,1,20.584
882,8,20.759
882,820,25.091
882,4,20.521
882,18,19.898
882,154,20.286
882,817,20.303
882,813,21.517
882,815,19.969
882,807,20.327
882,20,20.084
882,815,20.253
882,814,20.32
882,824,20.625
882,819,21.294
882,820,25.151
882,8,20.464
882,822,22.217
882,807,19.957
882,13,19.449
882,1,19.6
882,154,20.109
882,818,20.235
882,823,21.067
882,817,20.362
882,813,20.982
882,4,21.012
882,818,20.716
882,18,19.862
882,20,20.191
882,822,21.49
882,814,19.831
883,821,28.102
883,16,26.495
883,823,28.344
883,4,23.055
883,17,21.798
883,154,24.605
883,4,21.436
883,3,22.237
883,18,23.093
883,817,22.529
883,824,24.325
883,20,21.66
883,13,21.665
883,815,21.471
883,1,22.072
883,813,23.173
883,820,22.745
883,819,22.912
883,807,21.656
883,822,22.729
883,814,22.009
883,823,22.95
883,8,22.715
883,821,21.997
883,13,21.722
883,16,22.199
883,3,21.331
883,815,21.161
883,17,21.221
883,18,21.894
883,1,21.444
883,824,23.455
883,813,22.22
883,819,22.576
883,820,24.141
883,4,21.123
883,20,21.29
883,823,22.252
883,817,22.028
883,807,22.4
883,154,21.608
883,13,21.569
883,822,28.408
883,3,21.183
883,821,22.438
883,8,21.723
883,18,21.696
883,819,23.263
883,814,22.475
883,13,27.757
883,824,22.817
883,17,21.031
883,820,26.004
883,1,21.6
883,815,21.319
883,4,21.189
883,813,22.066
883,823,22.38
883,807,22.814
883,817,22.623
883,20,21.906
883,154,21.556
883,16,22.346
883,821,22.246
883,3,21.267
883,18,21.23
883,820,22.552
883,822,23.837
883,823,23.375
883,824,23.803
884,824,29.994
884,17,19.668
884,13,19.49
884,807,19.993
884,813,20.205
884,819,20.734
884,4,18.909
884,1,22.018
884,814,20.615
884,818,19.772
884,823,21.686
884,822,21.171
884,3,19.414
884,20,18.606
884,8,19.978
884,815,19.25
884,817,19.795
884,18,18.81
884,821,22.144
884,813,13.266
884,820,25.294
884,824,20.656
884,814,19.792
884,13,19.373
884,17,19.151
884,818,20.671
884,813,23.139
884,823,22.029
884,4,19.952
884,807,19.402
884,16,20.306
884,815,20.578
884,819,20.87
884,20,18.708
884,817,20.1
884,1,20.132
884,822,20.533
884,8,19.743
884,3,20.032
884,821,19.988
884,18,19.196
884,824,19.904
884,820,21.582
884,807,22.324
884,818,25.362
884,807,24.001
884,813,20.8
884,4,19.519
884,13,19.326
884,17,19.17
884,1,19.7
884,16,19.591
884,818,29.74
884,814,19.822
884,815,19.866
884,807,28.971
884,20,19.551
884,817,19.498
884,819,21.202
884,821,20.082
884,822,19.908
884,8,20.184
884,18,19.29
884,824,19.83
884,3,19.352
884,820,21.34
884,4,18.471
884,16,22.931
884,17,18.931
884,815,19.993
884,1,19.457
884,13,19.001
884,20,18.694
884,817,19.857
884,814,19.481
884,813,19.723
884,807,20.314
884,821,19.324
885,814,25.643
885,817,25.225
885,824,25.098
885,820,25.337
885,823,25.676
885,17,24.316
885,8,24.42
885,18,24.585
885,13,25.331
885,807,24.974
885,4,24.489
885,821,25.364
885,815,24.672
885,818,24.827
885,20,24.375
885,16,25.274
885,822,29.063
885,154,24.565
885,813,26.146
885,3,25.2
885,1,24.801
885,824,25.215
885,823,25.862
885,820,19.553
885,821,25.926
885,820,26.198
885,8,25.125
886,823,22.323
886,16,22.789
886,819,22.184
886,817,21.223
886,807,21.623
886,813,24.557
886,17,20.716
886,818,21.9
886,815,20.427
886,3,21.125
886,822,22.242
886,20,20.835
886,4,20.512
886,13,20.473
886,813,14.446
886,1,20.879
886,821,22.017
886,8,25.182
886,18,20.212
886,3,20.832
886,823,22.039
886,819,22.033
886,16,21.0
886,807,21.014
886,820,21.374
886,817,21.315
886,823,29.056
886,822,24.418
886,13,20.372
886,824,21.378
886,823,24.51
886,154,20.859
886,815,20.805
886,17,22.709
886,4,20.636
886,1,20.656
886,20,20.898
886,813,21.637
886,154,21.574
886,814,21.066
886,3,21.459
886,818,20.739
886,16,14.489
886,821,21.524
887,1,29.026
887,154,24.725
887,814,25.004
887,4,24.572
887,821,25.33
887,823,26.515
887,8,24.992
887,817,29.446
887,18,24.745
887,824,25.729
887,3,24.99
887,16,24.807
887,807,29.684
887,820,26.031
887,20,24.159
887,815,24.596
887,818,29.418
887,813,25.244
887,819,26.191
887,13,24.68
887,807,26.256
887,818,26.317
887,821,26.04
887,823,25.814
887,8,24.428
887,4,24.789
887,154,24.751
887,17,24.781
887,817,26.229
887,18,24.357
887,820,25.701
887,16,25.158
887,815,25.028
887,814,25.099
887,824,25.927
887,3,24.893
887,819,26.371
887,20,24.092
887,1,24.635
887,13,24.4
887,813,25.275
887,807,24.863
887,821,25.087
887,823,26.391
887,4,25.018
887,3,25.436
887,17,24.473
887,154,25.911
887,13,24.872
888,814,20.547
888,818,23.147
888,819,22.699
888,817,19.846
888,16,19.91
888,823,21.9
888,824,20.84
888,1,19.487
888,821,19.816
888,20,18.979
888,815,20.432
888,8,19.378
888,820,21.021
888,4,20.199
888,154,20.273
888,3,19.69
888,807,21.226
888,817,19.952
888,824,20.371
888,823,20.974
888,820,19.953
888,18,20.812
888,813,20.331
888,1,19.321
888,821,19.869
888,20,20.039
888,154,20.007
888,8,20.528
888,4,19.539
888,815,20.433
888,16,20.204
888,814,21.483
888,3,22.207
888,17,19.991
888,819,21.388
888,820,20.272
888,819,22.986
888,807,20.364
888,820,21.433
888,17,19.921
888,823,20.545
888,154,19.591
888,817,20.196
888,20,19.118
888,821,21.16
888,16,21.799
888,1,19.316
888,18,19.692
888,3,19.684
888,8,19.39
888,4,19.476
888,807,20.557
890,818,22.745
890,823,23.2
890,1,21.84
890,813,22.103
890,814,22.754
890,817,24.033
890,3,22.015
890,822,22.023
890,20,21.343
890,13,23.012
890,807,22.303
890,4,21.599
890,154,22.054
890,8,22.161
890,819,22.465
890,824,22.159
890,820,22.323
890,17,21.762
890,815,22.323
890,821,22.425
890,18,22.107
890,154,22.267
890,814,22.723
890,823,22.831
890,813,21.88
890,3,22.628
890,818,22.282
890,1,21.454
890,13,21.753
890,822,22.612
890,20,21.863
890,4,22.249
890,824,22.221
890,807,22.606
890,820,22.301
890,154,16.453
890,18,22.496
890,815,22.722
890,817,21.996
890,819,22.45
890,807,16.512
890,8,21.643
890,17,22.349
890,823,22.384
890,154,22.451
890,824,23.03
890,4,21.753
890,13,21.612
890,3,21.854
890,814,23.027
890,1,22.136
890,818,23.756
890,813,24.796
890,820,23.257
890,20,21.666
890,17,22.022
891,807,24.219
891,13,22.872
891,814,23.475
891,818,24.07
891,1,23.397
891,16,23.327
891,813,27.059
891,3,22.893
891,4,22.631
891,17,23.004
891,815,17.378
891,20,22.685
891,8,23.744
891,822,23.411
891,824,24.083
891,823,24.968
891,820,24.013
891,817,23.144
891,18,22.465
891,815,22.597
891,821,22.761
891,154,23.445
891,807,23.334
891,818,24.539
891,3,23.723
891,814,23.54
891,1,22.682
891,13,22.634
891,16,23.655
891,4,22.444
891,821,22.712
891,822,23.54
891,824,23.961
891,17,23.477
891,823,23.998
891,20,22.884
891,820,23.916
891,817,22.871
891,820,17.427
891,18,23.317
891,821,17.433
892,1,24.46
892,819,25.569
892,823,26.302
892,154,27.04
892,18,24.45
892,817,24.319
892,815,25.933
892,824,25.541
892,20,24.305
892,17,24.205
892,820,26.146
892,13,24.692
892,807,25.633
892,16,26.873
892,813,25.397
892,822,24.665
892,3,24.079
892,4,24.208
892,821,24.668
892,8,24.764
892,1,24.315
892,819,26.363
893,4,29.176
893,13,29.136
893,815,29.396
893,818,29.999
893,17,28.909
893,824,29.421
893,3,29.616
893,820,29.687
893,814,29.777
893,13,29.573
893,20,28.934
893,8,29.469
893,824,29.573
893,821,29.364
893,818,29.736
893,13,29.04
893,16,29.678
893,17,29.031
893,18,29.284
893,807,29.91
893,4,29.436
893,815,28.709
893,3,29.212
893,154,29.702
893,1,29.032
893,813,29.966
893,20,28.787
893,814,29.667
893,824,29.823
894,16,29.829
894,18,26.948
894,13,22.474
894,813,23.47
894,814,23.814
894,821,23.096
894,822,23.912
894,1,22.27
894,4,22.208
894,819,24.32
894,154,22.519
894,3,23.412
894,807,23.654
894,815,22.901
894,823,17.513
894,824,23.097
894,20,22.662
894,8,22.924
894,823,23.987
894,17,22.587
894,818,24.477
894,820,23.761
894,817,23.892
894,18,25.946
894,813,23.642
894,814,23.854
894,818,23.845
894,8,23.236
894,807,24.112
894,4,22.807
894,16,23.155
894,822,24.24
894,1,22.251
894,13,22.401
894,17,22.718
894,20,22.935
894,819,24.366
894,154,22.767
894,824,23.814
894,820,26.299
894,823,24.548
894,817,23.194
894,17,23.49
894,821,23.408
894,818,24.016
894,16,18.979
895,819,17.935
895,1,25.297
895,818,25.816
895,18,23.462
895,822,23.421
895,16,23.803
895,821,23.887
895,813,23.524
895,807,23.383
895,814,23.476
895,17,23.617
895,13,22.946
895,8,23.313
895,820,23.648
895,154,23.282
895,3,22.812
895,815,26.423
895,4,22.645
895,20,22.916
895,3,17.806
895,819,24.38
895,817,24.608
895,818,24.087
895,18,26.263
895,3,22.771
895,17,22.774
895,814,23.858
895,822,23.483
895,16,23.484
895,13,22.871
895,813,24.202
895,154,23.086
895,807,23.831
895,820,24.373
895,4,22.839
895,821,23.184
895,815,27.707
895,8,23.29
895,817,17.801
895,13,17.822
895,819,24.381
895,20,22.873
895,818,24.876
895,3,22.551
895,18,23.105
895,17,23.094
895,815,25.585
895,817,24.178
896,814,23.662
896,818,24.232
896,819,29.082
896,20,24.0
896,4,29.8
896,807,24.096
896,18,23.517
896,3,23.685
896,8,26.989
896,13,23.579
896,1,23.546
896,813,25.53
896,18,23.774
896,154,23.648
896,821,18.423
896,819,26.97
896,821,25.66
896,818,24.128
896,3,23.895
896,17,23.487
896,815,23.541
896,820,24.757
896,13,23.332
896,1,23.574
896,814,24.024
896,4,23.595
896,20,23.568
896,822,27.619
896,17,23.459
896,18,24.754
896,817,25.608
896,815,24.91
896,807,24.834
896,824,25.383
896,4,24.066
896,817,24.471
896,813,26.312
896,16,23.891
896,821,24.415
896,822,25.909
896,807,29.057
896,820,24.445
896,8,24.141
897,18,27.176
897,813,22.886
897,824,24.064
897,815,21.503
897,820,23.49
897,1,21.372
897,817,22.194
897,823,22.834
897,17,21.175
897,154,21.627
897,819,22.498
897,807,22.363
897,3,21.653
897,18,21.516
897,20,22.275
897,4,21.53
897,818,21.93
897,13,21.485
897,821,22.685
897,814,22.27
897,822,23.361
897,813,23.41
897,807,22.863
897,815,21.37
897,16,22.048
897,817,22.946
897,1,21.609
897,821,22.07
897,824,23.576
897,819,24.005
897,17,21.911
897,3,21.633
897,820,22.802
897,823,22.286
897,807,16.147
897,20,21.298
897,154,22.286
897,13,22.315
897,4,21.453
897,822,26.68
897,818,23.608
898,821,24.859
898,820,18.737
898,5,25.323
898,18,24.589
898,819,27.568
898,13,23.936
898,824,26.205
898,823,25.268
898,815,23.808
898,814,24.444
898,3,23.806
898,817,24.226
898,822,25.014
898,1,23.904
898,4,23.817
898,20,24.086
898,820,24.293
898,807,24.03
898,818,24.381
898,17,23.537
898,154,23.876
898,821,25.027
898,13,24.116
898,814,24.914
898,819,18.692
899,818,23.455
899,817,22.721
899,5,23.019
899,822,24.166
899,16,23.161
899,13,22.342
899,815,22.591
899,18,22.746
899,807,23.887
899,814,23.237
899,4,22.755
899,1,22.655
899,824,24.657
899,3,23.328
899,821,23.857
899,17,25.012
899,813,23.6
899,20,22.51
899,823,23.732
899,819,24.099
899,820,25.06
899,818,24.183
899,13,17.367
899,5,22.646
899,16,24.001
899,822,23.695
899,817,23.34
899,18,23.788
899,13,22.655
899,813,26.734
899,3,22.753
899,815,22.397
899,807,23.237
899,17,26.718
899,818,23.451
899,4,22.732
899,1,24.423
899,814,23.33
899,821,23.138
899,823,27.107
899,824,23.403
899,820,23.449
899,1,17.385
899,823,17.339
899,16,22.981
899,820,23.222
900,154,17.255
900,815,25.541
900,18,22.411
900,815,22.497
900,3,24.331
900,817,22.994
900,825,23.15
900,807,22.615
900,4,22.887
900,8,25.543
900,818,23.124
900,828,23.238
900,820,24.209
900,824,23.821
900,154,22.264
900,813,22.847
900,821,23.797
900,18,22.399
900,815,22.526
900,807,22.933
900,818,22.978
900,4,21.978
900,817,22.427
900,8,21.825
900,826,23.92
900,825,22.273
900,3,23.673
900,820,23.493
900,824,22.656
900,16,24.305
900,822,23.117
901,8,26.399
901,826,25.109
901,821,29.42
901,820,25.639
901,4,24.466
901,16,25.998
901,817,24.709
901,13,24.637
901,154,25.046
901,20,24.432
901,18,24.841
901,3,24.723
901,822,25.02
901,1,24.604
901,155,27.124
901,807,25.336
901,818,26.598
901,8,24.417
901,826,27.473
901,821,26.325
901,16,25.493
901,18,24.524
901,154,25.596
901,828,26.515
901,4,24.222
901,13,24.577
901,820,29.21
901,817,24.775
901,822,24.964
901,20,24.728
901,155,26.505
901,3,25.287
901,1,25.296
901,807,24.887
901,826,25.289
901,8,24.246
901,828,26.03
901,18,25.028
901,825,24.415
901,154,25.735
901,4,24.641
901,820,27.828
901,13,24.526
901,822,24.498
901,20,25.186
901,3,24.654
901,1,24.484
902,16,25.293
902,822,25.04
902,826,26.064
902,824,25.756
902,828,25.367
902,820,25.858
902,4,25.77
902,821,25.543
902,13,24.528
902,8,25.009
902,154,25.192
902,824,29.729
902,825,24.611
902,818,25.897
902,807,24.757
902,155,27.124
902,815,24.697
902,20,24.964
902,18,24.476
902,817,24.706
902,1,24.687
902,813,25.395
902,824,18.989
902,3,24.851
902,826,25.34
902,822,25.068
902,825,24.559
902,828,25.819
902,821,25.633
902,13,25.896
902,4,24.576
902,154,25.032
902,820,27.233
902,824,25.866
902,8,25.415
902,815,24.737
902,20,26.186
902,807,24.44
902,18,25.245
902,817,24.816
902,155,26.628
902,154,25.693
902,13,24.575
902,825,25.572
902,813,26.44
902,826,25.345
902,822,25.98
902,1,25.146
902,3,24.907
902,820,25.981
902,4,24.493
902,8,24.453
902,824,25.383
903,18,22.408
903,154,23.213
903,8,22.994
903,815,22.914
903,828,23.677
903,4,22.776
903,807,23.438
903,155,24.883
903,813,24.01
903,824,24.784
903,20,22.57
903,822,24.78
903,820,23.781
903,3,23.277
903,826,23.521
903,821,22.988
903,817,23.186
903,818,24.119
903,1,22.968
903,825,23.67
903,821,23.252
903,828,23.73
903,18,22.548
903,824,24.32
903,815,23.636
903,155,25.402
903,807,22.764
903,822,23.639
903,8,23.291
903,826,23.628
903,825,22.579
903,13,23.83
903,818,24.417
903,813,23.022
903,4,22.947
903,820,23.878
903,20,22.246
903,3,23.089
903,817,22.498
903,1,23.999
903,821,22.734
903,155,24.722
903,828,23.969
903,820,23.886
904,20,21.974
904,817,21.969
904,154,22.126
904,13,22.89
904,813,27.851
904,4,21.97
904,818,22.976
904,8,22.056
904,807,22.355
904,18,21.81
904,16,28.013
904,820,24.337
904,1,22.951
904,815,22.367
904,826,22.703
904,821,23.063
904,828,23.091
904,825,21.894
904,822,22.824
904,3,22.254
904,824,22.928
904,155,22.789
904,13,22.381
904,820,23.232
904,20,21.599
904,154,22.078
904,4,22.014
904,16,23.378
904,807,22.724
904,18,24.408
904,826,22.841
904,821,24.78
904,815,22.282
904,813,22.024
904,828,26.671
904,825,21.768
904,824,22.568
904,1,23.59
904,8,22.727
904,820,23.586
904,3,22.309
904,817,21.83
904,822,22.701
904,13,22.304
904,20,21.608
904,821,23.025
904,4,21.664
904,826,22.984
905,154,26.312
905,154,25.029
905,18,25.992
905,821,25.906
905,155,25.421
905,3,24.672
905,1,27.509
905,828,28.091
905,8,25.282
905,817,26.584
905,4,26.499
905,825,28.943
905,818,25.444
905,807,25.714
905,822,25.595
905,8,25.684
905,818,19.385
905,13,24.264
905,828,25.585
905,155,25.116
905,820,26.137
906,821,24.37
906,821,24.768
906,154,23.943
906,817,23.606
906,822,23.448
906,18,23.493
906,20,23.904
906,13,27.949
906,818,24.433
906,825,23.479
906,16,23.703
906,4,23.932
906,8,23.925
906,3,23.882
906,1,24.417
906,826,25.235
906,821,24.403
906,815,23.907
906,822,24.491
906,20,23.34
906,817,23.274
906,18,25.05
906,818,23.975
906,8,24.221
906,16,24.068
906,807,23.902
906,3,25.102
906,4,23.79
906,1,23.554
906,825,23.907
906,154,23.856
906,826,25.698
906,13,24.012
907,154,21.884
907,818,22.232
907,807,21.92
907,825,21.67
907,826,21.906
907,817,21.467
907,3,21.474
907,16,22.96
907,1,22.226
907,13,21.896
907,4,21.234
907,155,22.48
907,822,21.133
907,8,21.914
907,20,21.381
907,821,29.067
907,813,23.343
907,18,21.505
907,154,24.212
907,828,23.177
907,815,23.77
907,20,29.844
907,820,22.977
907,1,22.555
907,807,22.246
907,818,22.374
907,3,21.664
907,825,21.882
907,822,22.208
907,824,24.452
907,13,22.096
907,817,21.398
907,16,22.449
907,828,25.178
907,8,21.618
907,821,22.53
907,4,21.276
907,815,21.96
907,813,22.612
907,18,21.242
908,820,23.154
908,20,28.558
908,826,28.7
908,817,28.483
908,3,28.329
908,155,29.507
908,16,29.956
908,1,29.679
908,815,29.599
908,813,28.831
908,825,28.745
908,18,28.645
908,807,29.579
908,155,29.54
908,154,29.71
908,822,29.104
908,820,29.737
908,20,28.787
908,826,28.575
908,1,29.291
909,825,25.859
909,828,27.495
909,826,20.313
909,4,19.174
909,18,22.604
909,817,19.05
909,818,20.274
909,20,19.607
909,807,19.564
909,815,21.802
909,821,21.002
909,3,20.055
909,822,20.115
909,155,20.121
909,16,20.031
909,820,23.883
909,813,19.099
909,828,19.89
909,8,19.737
909,824,20.031
909,154,18.928
909,1,19.71
909,825,19.135
909,18,18.916
909,821,23.305
909,16,19.638
909,826,20.251
909,155,20.092
909,820,20.92
909,4,19.032
909,20,19.061
909,8,19.867
909,815,19.843
909,817,19.358
909,818,26.711
909,813,19.126
909,807,19.514
909,822,20.206
909,3,20.257
909,1,19.918
909,828,20.423
909,20,18.879
909,824,20.575
909,817,18.868
909,16,20.424
909,820,20.632
909,155,20.358
909,818,20.431
909,1,19.868
909,821,19.779
909,815,19.932
909,825,19.427
909,8,19.74
909,4,19.308
909,18,19.221
910,18,26.737
910,817,22.205
910,807,24.04
910,13,22.851
910,818,23.809
910,815,25.535
910,821,24.05
910,1,23.8
910,8,23.214
910,154,23.979
910,826,23.423
910,820,24.625
910,813,22.376
910,3,22.827
910,822,25.497
910,20,22.17
910,4,22.253
910,824,22.892
910,18,22.807
910,825,23.546
910,824,25.504
910,817,23.741
910,13,22.111
910,822,22.518
910,826,22.202
910,3,23.864
910,20,21.608
910,818,23.123
910,18,22.211
910,4,21.634
910,1,23.364
910,16,22.5
910,825,21.812
910,8,22.154
910,824,24.226
910,813,21.818
910,13,22.278
910,820,23.232
910,817,22.273
910,3,22.001
910,822,22.589
911,154,29.256
911,824,25.362
911,1,25.58
911,3,29.997
911,8,22.858
911,815,24.104
911,13,23.945
911,20,22.8
911,826,24.082
911,807,23.823
911,817,22.913
911,825,23.115
911,16,23.755
911,828,24.083
911,820,23.734
911,822,22.769
911,4,28.92
911,18,22.8
911,154,22.838
911,821,23.259
911,818,23.571
911,1,23.066
911,3,22.936
911,8,22.819
911,13,24.083
911,16,23.779
911,20,22.731
911,815,22.977
911,825,22.414
911,824,23.918
911,826,24.436
911,828,24.213
911,4,22.974
911,817,22.675
911,154,24.569
911,822,23.176
911,18,22.588
911,818,23.202
911,820,24.873
911,807,23.841
911,821,22.898
911,1,24.757
911,3,23.392
911,20,23.19
911,16,23.732
911,13,23.224
912,821,26.376
912,20,25.176
912,815,24.938
912,807,25.547
912,8,24.547
912,154,25.098
912,825,24.214
912,4,24.913
912,813,24.223
912,18,24.669
912,155,25.277
912,13,24.323
912,3,24.583
912,822,24.991
912,818,25.046
912,16,26.864
912,1,24.453
912,817,24.388
912,824,26.641
912,826,24.651
912,828,28.685
912,821,25.693
912,821,26.849
913,16,29.748
913,20,28.733
913,8,29.164
913,807,29.362
913,825,28.841
913,817,29.113
913,815,29.502
913,154,29.761
913,813,29.363
913,824,29.885
913,4,28.991
913,18,28.627
913,813,29.655
913,820,29.877
913,815,29.339
913,824,29.752
913,825,28.706
913,1,29.284
913,16,29.887
913,807,29.987
913,13,29.578
913,154,29.322
913,8,29.702
913,818,29.806
913,813,29.96
913,4,28.912
913,817,29.761
913,1,29.422
913,825,28.684
913,18,28.641
913,815,29.979
913,13,29.006
913,154,29.04
913,822,28.88
913,813,29.036
913,4,28.81
914,18,24.532
914,813,25.46
914,822,24.465
914,817,24.184
914,825,24.55
914,8,25.191
914,815,24.971
914,826,24.567
914,821,24.873
914,154,24.011
914,155,28.656
914,818,25.451
914,820,25.879
914,13,24.374
914,20,23.764
914,807,24.696
914,16,25.136
914,3,23.696
914,824,25.116
914,1,23.891
914,818,24.353
914,154,23.656
914,16,24.407
914,813,24.184
914,826,24.222
914,820,25.278
914,824,24.91
914,815,24.622
914,828,25.977
914,807,23.873
914,155,25.635
914,20,23.443
914,18,28.547
914,16,24.314
914,3,24.862
914,825,23.701
914,821,26.943
914,8,24.173
914,154,23.745
914,1,23.677
914,817,25.607
914,13,24.93
914,822,25.052
914,155,25.576
914,826,26.554
914,828,25.655
914,155,24.907
914,813,25.981
914,825,24.361
914,18,24.757
914,807,24.792
914,815,25.313
914,8,24.768
914,154,23.785
915,13,29.912
915,18,29.994
915,815,29.876
915,825,29.736
916,825,26.881
916,18,26.806
916,821,25.007
916,20,24.226
916,20,23.909
916,13,24.488
916,817,24.04
916,3,24.433
916,822,24.151
916,813,29.734
916,1,24.368
916,4,24.601
916,154,24.688
916,8,24.131
916,826,24.995
916,20,23.799
916,825,24.497
916,18,23.546
916,154,23.802
916,818,24.553
916,822,24.283
916,817,24.356
916,13,25.456
916,1,24.244
916,3,24.513
916,813,24.468
916,821,24.726
916,826,24.189
916,8,23.872
916,4,24.133
916,20,23.948
916,826,26.541
916,8,24.226
917,813,23.753
917,13,23.22
917,815,23.467
917,822,23.294
917,18,23.018
917,20,23.808
917,3,23.73
917,825,23.061
917,4,23.278
917,817,23.141
917,1,23.351
917,821,23.661
917,8,23.427
917,818,23.782
917,807,23.554
917,826,25.001
917,16,29.465
917,20,23.195
917,154,25.591
917,815,22.997
917,3,23.346
917,825,24.19
917,18,22.62
917,817,22.871
917,821,24.267
917,818,24.408
917,813,22.865
917,1,24.224
917,4,23.134
917,8,27.934
917,807,23.323
917,826,24.385
917,16,24.302
917,154,23.023
917,822,26.463
917,813,23.09
917,818,24.002
917,825,24.131
917,20,22.746
917,821,23.418
917,3,23.24
917,16,24.853
917,13,26.918
917,18,23.383
917,1,22.874
917,4,23.077
917,826,24.726
917,154,23.197
917,807,23.411
918,154,16.12
918,4,21.619
918,16,22.491
918,18,22.627
918,826,24.169
918,8,21.546
918,821,23.128
918,813,21.998
918,154,21.699
918,1,21.885
918,822,21.661
918,3,21.741
918,13,22.054
918,818,22.919
918,815,22.031
918,829,24.144
918,807,27.445
918,155,24.421
918,825,22.087
918,20,23.094
918,154,21.574
918,16,22.277
918,8,22.206
918,817,21.747
918,4,22.068
918,18,22.042
918,821,23.27
918,825,21.623
918,818,22.761
918,1,21.887
918,3,24.083
918,822,22.015
918,155,22.426
918,807,21.642
918,16,22.227
918,829,23.545
918,815,22.325
918,13,22.04
918,818,22.348
918,20,21.611
918,817,21.582
926,828,22.681
926,8,27.465
926,13,22.062
926,807,22.137
